,random,naive,mfr,recommender,recommender one-hot,popularity,popularity one-hot,tcn,tcn one-hot,des,des on-hot,Parrot 50
1221,0,0,0,0,0,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0,0,0,0,0,100
1223,0,0,0,0,0,0,0,0,0,0,0,100
1224,0,0,0,0,0,0,0,0,0,0,0,100
1225,0,0,0,0,0,0,0,0,0,0,0,100
1226,0,0,0,0,0,0,0,0,0,0,0,100
1227,0,0,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0,0,0,0,0,100
1230,0,0,0,0,0,0,0,0,0,0,0,100
1231,0,0,0,0,0,0,0,0,0,0,0,100
1232,0,0,0,0,0,0,0,0,0,0,0,0
1233,0,0,100,0,0,100,100,100,100,100,100,0
1234,0,0,0,0,0,0,0,0,0,0,0,100
1235,0,0,0,0,0,0,0,0,0,0,0,0
1236,0,0,0,0,0,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,0,0,0,0,0,0,0,100
1239,0,0,0,0,0,0,0,0,0,0,0,0
1240,0,0,0,0,0,0,0,100,100,0,0,100
1241,0,0,0,100,100,0,0,0,0,0,0,100
1242,0,0,0,0,0,0,0,0,0,0,0,100
1243,0,0,0,0,0,0,0,0,0,0,0,100
1244,0,0,0,0,0,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0,0,0,0,0,100
1246,0,0,0,0,0,0,0,0,0,0,0,100
1247,0,0,0,0,0,0,0,0,0,0,0,100
1248,0,0,0,0,0,0,0,0,0,0,0,0
1249,0,0,0,0,0,0,0,100,100,0,0,100
1250,0,0,0,0,0,0,0,0,0,0,0,100
1251,0,0,0,0,0,0,0,0,0,0,0,0
1252,0,0,0,0,0,0,0,0,0,0,0,0
1253,0,0,0,100,100,0,0,0,0,0,0,0
1254,0,0,0,0,0,0,0,0,0,0,0,0
1255,0,0,0,0,0,0,0,0,0,0,0,100
1256,0,0,0,0,0,0,0,0,0,0,0,100
1257,0,0,0,0,0,0,0,0,0,0,0,0
1258,0,0,0,0,0,0,0,0,0,0,0,0
1259,0,0,0,0,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,0,0,0,0,0,0,0
1261,0,0,0,100,100,0,0,0,0,0,0,0
1262,0,0,0,0,0,0,0,0,0,0,0,100
1263,0,0,0,0,0,0,0,0,0,0,0,100
1264,0,0,0,0,0,0,0,0,0,0,0,100
1265,0,0,0,0,0,0,0,0,0,0,0,0
1266,0,0,0,0,0,0,0,100,100,0,0,100
1267,0,0,0,0,0,0,0,0,0,0,0,0
1268,0,0,0,0,0,0,0,0,0,0,0,100
1269,0,0,0,0,0,0,0,0,0,0,0,100
1270,0,0,0,0,0,0,0,0,0,0,0,0
1271,0,0,0,0,0,0,0,0,0,0,0,100
1272,0,0,0,0,0,0,0,0,0,0,0,100
1273,0,0,0,0,0,0,0,0,0,0,0,100
1274,0,0,0,0,0,0,0,0,0,0,0,0
1275,0,0,0,0,0,0,0,0,0,0,0,0
1276,0,0,0,0,0,0,0,0,0,0,0,0
1277,0,0,0,0,0,0,0,0,0,0,0,100
1278,0,0,0,0,0,0,0,0,0,0,0,0
1279,0,0,0,100,100,0,0,0,0,0,0,100
1280,0,0,0,0,0,0,0,0,0,0,0,100
1281,0,0,0,0,0,0,0,0,0,0,0,100
1282,0,0,0,0,0,0,0,0,0,0,0,100
1283,0,0,0,0,0,0,0,0,0,0,0,0
1284,0,0,0,0,0,0,0,0,0,0,0,0
1285,0,0,0,0,0,0,0,0,0,0,0,0
1286,0,0,0,0,0,0,0,0,0,0,0,100
1287,0,0,0,0,0,0,0,0,0,0,0,0
1288,0,0,0,0,0,0,0,0,0,0,0,0
1289,0,0,0,0,0,0,0,0,0,0,0,100
1290,0,0,0,0,0,0,0,0,0,0,0,0
1291,0,0,0,0,0,0,0,0,0,0,0,100
1292,100,0,0,0,0,0,0,0,0,0,0,0
1293,0,0,0,0,0,0,0,0,0,0,0,0
1294,0,0,0,0,0,0,0,0,0,0,0,0
1295,0,0,0,0,0,0,0,0,0,0,0,0
1296,0,0,0,0,0,0,0,0,0,0,0,100
1297,0,0,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,0,0,0,0,0,0,0
1299,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,100
1301,0,0,0,100,100,0,0,0,0,0,0,100
1302,0,0,0,0,0,0,0,0,0,0,0,100
1303,0,0,0,0,0,0,0,0,0,0,0,0
1304,0,0,0,0,0,0,0,0,0,0,0,100
1305,100,0,0,0,0,0,0,0,0,0,0,0
1306,0,0,0,0,0,0,0,0,0,0,0,100
1307,0,0,0,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,0,0,100,100,0,0,0
1309,0,0,0,0,0,0,0,0,0,0,0,0
1310,0,0,0,0,0,0,0,0,0,0,0,0
1311,0,0,0,0,0,0,0,0,0,0,0,0
1312,0,0,0,0,0,0,0,0,0,0,0,0
1313,0,0,0,0,0,0,0,0,0,0,0,100
1314,0,0,0,0,0,0,0,0,0,0,0,100
1315,0,0,0,0,0,0,0,0,0,0,0,100
1316,0,0,0,0,0,0,0,0,0,0,0,100
1317,0,0,0,0,0,0,0,0,0,0,0,100
1318,0,0,0,0,0,0,0,0,0,0,0,100
1319,0,0,0,0,0,0,0,0,0,0,0,0
1320,0,0,0,0,0,0,0,0,0,0,0,100
1321,0,0,0,0,0,0,0,0,0,0,0,100
1322,0,0,0,0,0,0,0,0,0,0,0,100
1323,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,0,0,0,0,0,0
1325,0,0,0,0,0,0,0,0,0,0,0,100
1326,0,0,0,0,0,0,0,0,0,0,0,0
1327,0,0,0,0,0,0,0,0,0,0,0,0
1328,0,0,0,0,0,0,0,0,0,0,0,0
1329,0,0,0,100,100,0,0,0,0,0,0,100
1330,0,0,0,0,0,0,0,100,100,0,0,100
1331,0,0,0,0,0,0,0,0,0,0,0,0
1332,0,0,0,0,0,0,0,0,0,0,0,0
1333,0,0,0,0,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,0,0,0,0,0,0
1336,0,0,0,0,0,0,0,0,0,0,0,100
1337,0,0,0,0,0,0,0,0,0,0,0,100
1338,0,0,0,0,0,0,0,0,0,0,0,0
1339,0,0,100,0,0,0,0,100,100,0,100,100
1340,0,0,0,0,0,0,0,0,0,0,0,100
1341,0,0,0,0,0,0,0,0,0,0,0,100
1342,0,0,0,0,0,0,0,0,0,0,0,0
1343,0,0,0,0,0,0,0,0,0,0,0,100
1344,0,0,0,0,0,0,0,0,0,0,0,100
1345,0,0,0,0,0,0,0,0,0,0,0,0
1346,0,0,0,0,0,0,0,0,0,0,0,100
1347,0,0,0,0,0,0,0,0,0,0,0,100
1348,0,0,0,0,0,0,0,0,0,0,0,0
1349,0,0,0,0,0,0,0,0,0,0,0,0
1350,0,0,0,0,0,0,0,0,0,0,0,100
1351,0,0,0,0,0,0,0,0,0,0,0,0
1352,0,0,0,0,0,0,0,0,0,0,0,100
1353,0,0,0,0,0,0,0,0,0,0,0,0
1354,0,0,0,0,0,0,0,0,0,0,0,100
1355,0,0,0,0,0,0,0,0,0,0,0,100
1356,0,0,0,0,0,0,0,0,0,0,0,100
1357,0,0,0,0,0,0,0,0,0,0,0,100
1358,0,0,0,0,0,0,0,0,0,0,0,100
1359,0,0,0,0,0,0,0,0,0,0,0,100
1360,0,0,0,0,0,0,0,0,0,0,0,100
1361,0,0,0,0,0,0,0,0,0,0,0,0
1362,0,0,0,0,0,0,0,0,0,0,0,0
1363,0,0,0,0,0,0,0,0,0,0,0,100
1364,0,0,0,100,100,0,0,0,0,0,0,0
1365,0,0,0,0,0,0,0,0,0,0,0,100
1366,0,0,0,0,0,0,0,0,0,0,0,100
1367,0,0,100,0,0,0,100,0,0,0,100,100
1368,0,0,0,0,0,0,0,0,0,0,0,100
1369,100,0,0,0,0,0,0,0,0,0,0,100
1370,0,0,0,0,0,0,0,0,0,0,0,100
1371,0,0,0,0,0,0,0,0,0,0,0,0
1372,0,0,0,0,0,0,0,0,0,0,0,100
1373,0,0,0,0,0,0,0,0,0,0,0,100
1374,0,0,0,0,0,0,0,0,0,0,0,100
1375,0,0,0,0,0,0,0,0,0,0,0,0
1376,0,0,0,0,0,0,0,0,0,0,0,0
1377,0,0,0,0,0,0,0,0,0,0,0,0
1378,0,0,0,0,0,0,0,0,0,0,0,0
1379,0,0,0,0,0,0,0,0,0,0,0,0
1380,0,0,0,0,0,0,0,0,0,0,0,100
1381,0,0,0,0,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,0,0,0,0,0,0,0
1384,0,0,0,0,0,0,0,0,0,0,0,0
1385,0,0,0,0,0,0,0,0,0,0,0,0
1386,0,0,0,0,0,0,0,0,0,0,0,0
1387,0,0,0,0,0,0,0,100,100,0,0,0
1388,0,0,0,0,0,0,0,0,0,0,0,100
1389,0,0,0,0,0,0,0,0,0,0,0,0
1390,0,0,0,0,0,0,0,0,0,0,0,100
1391,0,0,0,0,0,0,0,0,0,0,0,0
1392,0,0,0,0,0,0,0,0,0,0,0,0
1393,0,0,0,0,0,0,0,0,0,0,0,100
1394,0,0,100,0,0,0,100,0,0,0,0,100
1395,0,0,0,0,0,0,0,0,0,0,0,100
1396,0,0,0,0,0,0,0,0,0,0,0,100
1397,0,0,0,0,0,0,0,0,0,0,0,0
1398,0,0,0,0,0,0,0,0,0,0,0,0
1399,100,0,0,0,0,0,0,0,0,0,0,100
1400,0,0,0,0,0,0,0,0,0,0,0,100
1401,0,0,0,0,0,0,0,0,0,0,0,0
1402,0,0,0,0,0,0,0,0,0,0,0,100
1403,0,0,100,0,0,100,100,100,100,0,100,100
1404,0,0,0,0,0,0,0,0,0,0,0,100
1405,0,0,0,100,100,0,0,0,0,0,0,100
1406,0,0,0,0,0,0,0,100,100,0,0,100
1407,0,0,0,0,0,0,0,0,0,0,0,100
1408,0,0,0,0,0,0,0,0,0,0,0,100
1409,0,0,0,0,0,0,0,0,0,0,0,0
1410,0,0,0,0,0,0,0,0,0,0,0,100
1411,0,0,0,0,0,0,0,0,0,0,0,0
1412,0,0,0,0,0,0,0,0,0,0,0,100
1413,0,0,0,0,0,0,0,0,0,0,0,0
1414,0,0,0,0,0,0,0,0,0,0,0,0
1415,0,0,0,0,0,0,0,0,0,0,0,0
1416,0,0,0,0,0,0,0,0,0,0,0,100
1417,0,0,0,0,0,0,0,0,0,0,0,100
1418,0,0,0,0,0,0,0,0,0,0,0,100
1419,0,0,0,0,0,0,0,100,100,0,0,0
1420,0,0,0,0,0,0,0,0,0,0,0,100
1421,0,0,0,0,0,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0,0,0,0,100
1423,0,0,0,0,0,0,0,0,0,0,0,0
1424,0,0,0,0,0,0,0,0,0,0,0,100
1425,0,0,0,0,0,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0,0,0,0,0
1427,0,0,0,0,0,0,0,0,0,0,0,100
1428,0,0,0,0,0,0,0,0,0,0,0,0
1429,0,0,0,0,0,0,0,0,0,0,0,0
1430,0,0,0,100,100,0,0,0,0,0,0,100
1431,0,0,0,0,0,0,0,0,0,0,0,100
1432,0,0,0,0,0,0,0,0,0,0,0,100
1433,0,0,0,0,0,0,0,0,0,0,0,100
1434,0,0,0,0,0,0,0,0,0,0,0,100
1435,0,0,0,0,0,0,0,0,0,0,0,100
1436,0,0,0,0,0,0,0,0,0,0,0,100
1437,0,0,0,0,0,0,0,0,0,0,0,100
1438,0,0,0,0,0,0,0,0,0,0,0,0
1439,0,0,0,0,0,0,0,0,0,0,0,100
1440,0,0,0,0,0,0,0,0,0,0,0,0
1441,0,0,0,0,0,0,0,0,0,0,0,100
1442,0,0,0,0,0,0,0,0,0,0,0,100
1443,0,0,0,0,0,0,0,0,0,0,0,100
1444,0,0,0,0,0,0,0,0,0,0,0,0
1445,0,0,0,0,0,0,0,0,0,0,0,0
1446,0,0,0,0,0,0,0,0,0,0,0,100
1447,0,0,0,0,0,0,0,0,0,0,0,0
1448,0,0,0,0,0,0,0,0,0,0,0,0
1449,0,0,0,0,0,0,0,0,0,0,0,100
1450,0,0,0,0,0,0,0,0,0,0,0,0
1451,0,0,0,0,0,0,0,0,0,0,0,0
1452,0,0,0,0,0,0,0,0,0,0,0,0
1453,0,0,0,0,0,0,0,0,0,0,0,0
1454,0,0,0,0,0,0,0,0,0,0,0,100
1455,0,0,0,0,0,0,0,0,0,0,0,0
1456,0,0,0,100,100,0,0,0,0,0,0,0
1457,0,0,0,0,0,0,0,100,100,0,0,100
1458,0,0,0,0,0,0,0,0,0,0,0,0
1459,0,0,0,0,0,0,0,0,0,0,0,100
1460,0,0,0,0,0,0,0,0,0,0,0,0
1461,0,0,0,0,0,0,0,0,0,0,0,100
1462,0,0,0,0,0,0,0,0,0,0,0,100
1463,0,0,0,100,100,0,0,0,0,0,0,100
1464,0,0,0,0,0,0,0,0,0,0,0,0
1465,0,0,0,0,0,0,0,0,0,0,0,0
1466,0,0,0,0,0,0,0,0,0,0,0,0
1467,0,0,0,0,0,0,0,0,0,0,0,100
1468,0,0,0,0,0,0,0,0,0,0,0,100
1469,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,100
1471,0,0,0,0,0,0,0,0,0,0,0,100
1472,0,0,0,0,0,0,0,0,0,0,0,100
1473,0,0,0,0,0,0,0,0,0,0,0,0
1474,0,0,0,0,0,0,0,0,0,0,0,100
1475,0,0,0,0,0,0,0,0,0,0,0,100
1476,0,0,0,0,0,0,0,0,0,0,0,100
1477,0,0,0,0,0,0,0,0,0,0,0,0
1478,0,0,0,0,0,0,0,0,0,0,0,100
1479,0,0,0,0,0,0,0,0,0,0,0,100
1480,0,0,0,0,0,0,0,0,0,0,0,0
1481,0,0,0,0,0,0,0,0,0,0,0,0
1482,0,0,0,0,0,0,0,0,0,0,0,100
1483,0,0,0,0,0,0,0,0,0,0,0,100
1484,0,0,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0,100
1486,0,0,0,0,0,0,0,0,0,0,0,100
1487,0,0,0,0,0,0,0,0,0,0,0,100
1488,0,0,0,0,0,0,0,0,0,0,0,0
1489,0,0,0,0,0,0,0,100,100,0,0,0
1490,0,0,0,0,0,0,0,0,0,0,0,100
1491,0,0,0,0,0,0,0,0,0,0,0,100
1492,0,0,0,0,0,0,0,0,0,0,0,100
1493,0,0,0,0,0,0,0,100,100,0,0,0
1494,0,0,0,0,0,0,0,0,0,0,0,100
1495,0,0,0,0,0,0,0,0,0,0,0,100
1496,0,0,0,0,0,0,0,0,0,0,0,0
1497,0,0,0,0,0,0,0,0,0,0,0,100
1498,0,0,0,0,0,0,0,0,0,0,0,100
1499,0,0,0,0,0,0,0,0,0,0,0,100
1500,0,0,0,0,0,0,0,0,0,0,0,100
1501,0,0,0,0,0,0,0,0,0,0,0,0
1502,0,0,0,0,0,0,0,0,0,0,0,100
1503,0,0,0,0,0,0,0,0,0,0,0,100
1504,0,0,0,100,100,0,0,0,0,0,0,0
1505,0,0,0,0,0,0,0,0,0,0,0,0
1506,0,0,0,0,0,0,0,0,0,0,0,0
1507,0,0,0,0,0,0,0,0,0,0,0,100
1508,0,0,0,0,0,0,0,100,100,0,0,100
1509,0,0,0,0,0,0,0,100,100,0,0,100
1510,0,0,0,0,0,0,0,0,0,0,0,0
1511,0,0,0,0,0,0,0,0,0,0,0,100
1512,0,0,0,0,0,0,0,0,0,0,0,100
1513,0,0,0,0,0,0,0,0,0,0,0,0
1514,0,0,0,0,0,0,0,0,0,0,0,0
1515,0,0,0,0,0,0,0,0,0,0,0,100
1516,0,0,0,0,0,0,0,0,0,0,0,100
1517,0,0,0,0,0,0,0,0,0,0,0,0
1518,0,0,0,0,0,0,0,0,0,0,0,0
1519,0,0,0,0,0,0,0,0,0,0,0,100
1520,0,0,0,0,0,0,0,0,0,0,0,0
1521,0,0,0,100,100,0,0,0,0,0,0,100
1522,0,0,0,0,0,0,0,0,0,0,0,0
1523,0,0,0,0,0,0,0,0,0,0,0,100
1524,0,0,0,0,0,0,0,0,0,0,0,0
1525,0,0,0,0,0,0,0,0,0,0,0,100
1526,0,0,0,0,0,0,0,0,0,0,0,0
1527,0,0,0,100,100,0,0,0,0,0,0,0
1528,0,0,0,0,0,0,0,0,0,0,0,100
1529,0,0,0,0,0,0,0,0,0,0,0,100
1530,0,0,0,0,0,0,0,0,0,0,0,100
1531,0,0,0,0,0,0,0,0,0,0,0,100
1532,0,0,0,0,0,0,0,0,0,0,0,100
1533,0,0,0,0,0,0,0,0,0,0,0,0
1534,0,0,0,0,0,0,0,0,0,0,0,100
1535,0,0,0,0,0,0,0,0,0,0,0,100
1536,0,0,0,0,0,0,0,0,0,0,0,0
1537,0,0,0,0,0,0,0,0,0,0,0,100
1538,0,0,0,0,0,0,0,0,0,0,0,0
1539,0,0,0,0,0,0,0,0,0,0,0,100
1540,0,0,0,0,0,0,0,0,0,0,0,0
1541,0,0,0,100,100,0,0,0,0,0,0,0
1542,0,0,0,0,0,0,0,0,0,0,0,100
1543,0,0,0,0,0,0,0,0,0,0,0,100
1544,0,0,0,0,0,0,0,0,0,0,0,0
1545,0,0,0,100,100,0,0,0,0,0,0,0
1546,0,0,0,0,0,0,0,0,0,0,0,100
1547,0,0,0,0,0,0,0,0,0,0,0,0
1548,0,0,0,0,0,0,0,0,0,0,0,100
1549,0,0,0,0,0,0,0,0,0,0,0,100
1550,0,0,0,0,0,0,0,0,0,0,0,0
1551,0,0,0,0,0,0,0,0,0,0,0,100
1552,0,0,0,0,0,0,0,0,0,0,0,100
1553,0,0,0,0,0,0,0,0,0,0,0,100
1554,0,0,0,0,0,0,0,0,0,0,0,100
1555,0,0,100,0,0,0,100,0,0,0,0,100
1556,0,0,0,0,0,0,0,0,0,0,0,0
1557,0,0,0,0,0,0,0,0,0,0,0,0
1558,0,0,0,0,0,0,0,0,0,0,0,100
1559,0,0,0,0,0,0,0,0,0,0,0,100
1560,0,0,0,0,0,0,0,0,0,0,0,100
1561,0,0,0,0,0,0,0,0,0,0,0,0
1562,0,0,0,0,0,0,0,0,0,0,0,100
1563,0,0,0,0,0,0,0,0,0,0,0,100
1564,0,0,0,0,0,0,0,0,0,0,0,100
1565,0,0,0,0,0,0,0,0,0,0,0,0
1566,0,0,0,0,0,0,0,0,0,0,0,0
1567,0,0,0,0,0,0,0,0,0,0,0,0
1568,0,0,0,0,0,0,0,0,0,0,0,100
1569,0,0,0,0,0,0,0,0,0,0,0,100
1570,0,0,0,0,0,0,0,0,0,0,0,100
1571,0,0,0,0,0,0,0,0,0,0,0,0
1572,0,0,0,0,0,0,0,0,0,0,0,0
1573,0,0,0,0,0,0,0,0,0,0,0,100
1574,0,0,0,0,0,0,0,0,0,0,0,0
1575,0,0,0,0,0,0,0,0,0,0,0,0
1576,0,0,0,0,0,0,0,0,0,0,0,100
1577,0,0,0,0,0,0,0,0,0,0,0,100
1578,0,0,0,0,0,0,0,0,0,0,0,0
1579,0,0,0,0,0,0,0,0,0,0,0,100
1580,0,0,0,0,0,0,0,0,0,0,0,100
1581,0,0,0,0,0,0,0,0,0,0,0,100
1582,0,0,0,0,0,0,0,0,0,0,0,0
1583,0,0,0,0,0,0,0,0,0,0,0,100
1584,0,0,0,0,0,0,0,0,0,0,0,0
1585,0,0,0,0,0,0,0,0,0,0,0,0
1586,0,0,0,0,0,0,0,0,0,0,0,0
1587,0,0,0,0,0,0,0,0,0,0,0,0
1588,0,0,0,0,0,0,0,0,0,0,0,0
1589,0,0,0,0,0,0,0,0,0,0,0,100
1590,0,0,0,0,0,0,0,0,0,0,0,0
1591,0,0,0,0,0,0,0,0,0,0,0,0
1592,0,0,0,0,0,0,0,0,0,0,0,0
1593,0,0,0,0,0,0,0,0,0,0,0,100
1594,0,0,0,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,0,0,0,0,0
1596,0,0,0,0,0,0,0,0,0,0,0,0
1597,0,0,0,100,100,0,0,0,0,0,0,100
1598,0,0,0,0,0,0,0,0,0,0,0,0
1599,0,0,0,0,0,0,0,0,0,0,0,100
1600,0,0,0,0,0,0,0,0,0,0,0,100
1601,0,0,0,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,0,100
1603,0,0,0,0,0,0,0,0,0,0,0,0
1604,0,0,0,0,0,0,0,0,0,0,0,0
1605,0,0,0,0,0,0,0,0,0,0,0,0
1606,0,0,0,0,0,0,0,0,0,0,0,100
1607,0,0,0,0,0,0,0,0,0,0,0,100
1608,0,0,0,0,0,0,0,0,0,0,0,100
1609,0,0,0,0,0,0,0,0,0,0,0,100
1610,0,0,0,0,0,0,0,0,0,0,0,0
1611,0,0,0,0,0,0,0,0,0,0,0,100
1612,0,0,0,0,0,0,0,0,0,0,0,0
1613,0,0,0,0,0,0,0,0,0,0,0,100
1614,0,0,0,0,0,0,0,0,0,0,0,0
1615,0,0,0,100,100,0,0,0,0,0,0,0
1616,0,0,0,0,0,0,0,0,0,0,0,0
1617,0,0,0,0,0,0,0,0,0,0,0,0
1618,0,0,0,0,0,0,0,0,0,0,0,0
